t,x,y,z,vx,vy,vz,ax,ay,az,yaw,yaw_rate,qw,qx,qy,qz,thrust_N,roll,pitch
2.18,1.33745297616313,-0.679131457489923,1,1.81101721997313,3.56654126976835,0,-9.51077671938225,4.82937925326168,0,0,0,0.912225591968702,-0.212370747559232,-0.341222350151142,0.079438294894935,3.39109420270213,-0.578103960652373,-0.629576840360253
2.2,1.37175444737295,-0.606868796456475,1,1.6183167905506,3.6580118596612,0,-9.75469829242987,4.31551144146826,0,0,0,0.912662938013352,-0.191872011222734,-0.35315599665145,0.074245100278074,3.39109420270213,-0.536619965786809,-0.663824474100274
2.22,1.40215496406802,-0.532880339982064,1,1.42101423995217,3.7390799041814,0,-9.97087974448372,3.78937130653912,0,0,0,0.913158874621105,-0.170236334934732,-0.364079135531721,0.067873728637684,3.39109420270213,-0.489149699165449,-0.696862773507173
2.24,1.42856807416279,-0.457376494239511,1,1.21967065130536,3.8095148644341,0,-10.1587063051576,3.25245507014763,0,0,0,0.913686255717606,-0.147515850204638,-0.373862408647805,0.060360578618883,3.39109420270213,-0.435167977898618,-0.727999532516776
2.26,1.45091866484002,-0.380571974820587,1,1.01485859952156,3.8691164395734,0,-10.3176438388624,2.70628959872417,0,0,0,0.91421290453628,-0.123790121026647,-0.382374204932477,0.051775848788821,3.39109420270213,-0.374332335936892,-0.756422839079437
2.28,1.46914317615446,-0.302685196134193,1,0.807160523024515,3.91771513641188,0,-10.447240363765,2.15242806139871,0,0,0,0.914703712465179,-0.099168810927465,-0.389486294496698,0.042226670966149,3.39109420270213,-0.306611597315124,-0.781230944903599
2.3,1.48318978178263,-0.223937650285958,1,0.597167067429222,3.95517275142035,0,-10.5471273371209,1.59244551314459,0,0,0,0.915123512261503,-0.073792491166877,-0.395080618240027,0.031857976154098,3.39109420270213,-0.232424665125485,-0.8014899711362
2.32,1.49301853640507,-0.144553277205579,1,0.385475405881544,3.98138276374684,0,-10.6170207033249,1.02793441568412,0,0,0,0.91544045981041,-0.047830979347878,-0.399056667750532,0.020850368835305,3.39109420270213,-0.152750933060578,-0.816320498006358
2.34,1.49860148930159,-0.064757827813094,1,0.172687540834918,3.99627063813756,0,-10.6567217017002,0.460500108893115,0,0,0,0.915629476554063,-0.02147887103357,-0.401338616084547,0.009414616497618,3.39109420270213,-0.069158344174646,-0.825004010017066
2.36,1.49992276383672,0.015221777964855,1,-0.040591407906279,3.99979403689792,0,-10.6661174317278,-0.108243754416744,0,0,0,0.915675192269124,0.005051636288642,-0.401881210847612,-0.002217115550996,3.39109420270213,0.016297610708477,-0.827087856666338
2.38,1.49697860260923,0.095158096503174,1,-0.253754924008464,3.99194294029129,0,-10.6451811741101,-0.676679797355904,0,0,0,0.915573843613798,0.031540015757852,-0.400673500580623,-0.013802544284344,3.39109420270213,0.101309244238945,-0.82245971942201
2.4,1.48977737813729,0.174823807275739,1,-0.466196819401971,3.97273967503277,0,-10.5939724667541,-1.24319151840526,0,0,0,0.915333749621476,0.057767724016693,-0.397739760048536,-0.025101795600186,3.39109420270213,0.183630217618704,-0.81136709146686
2.42,1.47833956904895,0.25399235930274,1,-0.677312958140641,3.94223885079719,0,-10.5126369354592,-1.80616788837504,0,0,0,0.914974266159069,0.083528263587685,-0.393137451591122,-0.035889630886062,3.39109420270213,0.26136954556497,-0.794374882812008
2.44,1.46269770184564,0.332438615409627,1,-0.886502974425673,3.90052720492172,0,-10.4014058797912,-2.3640079318018,0,0,0,0.91452343319,0.108635761209307,-0.386952578551959,-0.04596589480082,3.39109420270213,0.333179058969216,-0.772275891732685
2.46,1.44289625840429,0.409939492465518,1,-1.09317197990805,3.84772335574479,0,-10.2605956153194,-2.9151252797548,0,0,0,0.914014773509754,0.132931157576476,-0.379293203217398,-0.055163095855627,3.39109420270213,0.398301682466716,-0.745982073966052
2.48,1.41899154948105,0.486274595780366,1,-1.29673225541431,3.78397746528281,0,-10.0906065740875,-3.45795268110483,0,0,0,0.913483811158635,0.156285592647836,-0.370282108928112,-0.063350612385041,3.39109420270213,0.456505429381771,-0.716423792810132
2.5,1.39105155457646,0.561226845856829,1,-1.49660492228488,3.7094708122039,0,-9.89192216587707,-3.99094645942634,0,0,0,0.912964839459676,0.178601068547101,-0.360049559054541,-0.070435610658469,3.39109420270213,0.507956365991098,-0.684473800595607
2.52,1.35915572861737,0.634583095714495,1,-1.69222158857199,3.62441527631298,0,-9.66510740350128,-4.51259090285863,0,0,0,0.912488321804966,0.199808853218855,-0.348726897208836,-0.076361219922286,3.39109420270213,0.553080312103141,-0.650900642182563
2.54,1.32339477600536,0.706134737030924,1,-1.8830259654158,3.52905273601428,0,-9.41080729603809,-5.02140257444212,0,0,0,0.912079117270074,0.219866290837465,-0.33644143742249,-0.081102756909414,3.39109420270213,0.592443914131311,-0.616347859651579
2.56,1.28387039267428,0.77567829337579,1,-2.06847544900211,3.42365438046476,0,-9.12974501457269,-5.51593453067228,0,0,0,0.911755547145554,0.238752715136609,-0.323312801596895,-0.084662834749235,3.39109420270213,0.626666612482938,-0.581331878848282
2.58,1.2406949768904,0.843015998851115,1,-2.24804266360297,3.30851993837439,0,-8.82271983566503,-5.99478043627459,0,0,0,0.91152919327014,0.256465068386124,-0.309450634769484,-0.087066084985789,3.39109420270213,0.656362785513622,-0.546251359579591
2.6,1.19399130961748,0.907956360492037,1,-2.4212169613121,3.1839768256466,0,-8.49060486839094,-6.45657856349893,0,0,0,0.911405254038437,0.273013673513836,-0.294953489106361,-0.088354039237583,3.39109420270213,0.682107988861993,-0.51140227887174
2.62,1.143892205356,0.970314702828819,1,-2.58750587421018,3.05037921428268,0,-8.13434457142047,-6.90001566456049,0,0,0,0.911383269910708,0.288418441874018,-0.279908608385843,-0.088580520800738,3.39109420270213,0.704422217961751,-0.476994841420537
2.64,1.09054013444921,1.02991369306146,1,-2.74643651483055,2.9081070251979,0,-7.75495206719441,-7.32383070621481,0,0,0,0.911458049860968,0.302705657029153,-0.264392344564067,-0.087807725640201,3.39109420270213,0.72376413976766,-0.443169876089443
2.66,1.03408681793018,1.08658384535343,1,-2.89755692094247,2.75756484781381,0,-7.35350626083682,-7.72681845584659,0,0,0,0.911620666255291,0.315905369491441,-0.248470972525991,-0.086103044050276,3.39109420270213,0.740531812241904,-0.410013510979207
2.68,0.97469279606204,1.14016400281046,1,-3.04043734082788,2.59918078949877,0,-6.93114877199673,-8.10783290887436,0,0,0,0.911859425250507,0.328049369301448,-0.232201718259055,-0.083536590307952,3.39109420270213,0.755066862335317,-0.377569653314316
2.7,0.912526971798382,1.19050179577373,1,-3.17467145539661,2.43340525812902,0,-6.48908068834405,-8.4657905477243,0,0,0,0.912160755256953,0.33916966625222,-0.21563386597632,-0.080179360857574,3.39109420270213,0.767660210062424,-0.345850230507365
2.72,0.847766130462037,1.23745407512417,1,-3.29987753366446,2.2607096812321,0,-6.02855914995226,-8.79967342310524,0,0,0,0.912509983949077,0.349297392901672,-0.198809853814218,-0.07610192199754,3.39109420270213,0.778558204241252,-0.314843373089612
2.74,0.780594437008239,1.28088731936568,1,-3.41569951830847,2.0815851653553,0,-5.55089377428081,-9.10853204882259,0,0,0,0.912891994214622,0.358462045188473,-0.181766302764931,-0.071373526165622,3.39109420270213,0.787968543112413,-0.284519816180351
2.76,0.711202912301794,1.32067801432955,1,-3.52180803821214,1.89654109947145,0,-5.05744293192387,-9.39148810189903,0,0,0,0.913291762298502,0.366690983130759,-0.164534949333364,-0.066061564136502,3.39109420270213,0.796065667910772,-0.254837818127051
2.78,0.63978888989763,1.35671300442045,1,-3.61790134512119,1.70610370639368,0,-4.54960988371648,-9.64773692032318,0,0,0,0.913694788781097,0.374009125319764,-0.147143470256348,-0.06023127337796,3.39109420270213,0.802995503723169,-0.225746878099524
2.8,0.566555454869502,1.38888981440488,1,-3.70370617174634,1.51081454631867,0,-4.02883879018313,-9.87654979132356,0,0,0,0.914087436508963,0.380438782948761,-0.129616199180509,-0.053945637033371,3.39109420270213,0.808879526314462,-0.197190500194783
2.82,0.491710866282688,1.41711694082723,1,-3.77897850887261,1.31122897675383,0,-3.49661060467689,-10.0772760236603,0,0,0,0.914457190503844,0.385999590395554,-0.111974742134109,-0.047265421549804,3.39109420270213,0.813818187658436,-0.16910821224477
2.84,0.415467964953057,1.44131411222459,1,-3.84350429926558,1.10791457320815,0,-2.9544388618884,-10.2493447980415,0,0,0,0.91479285422979,0.39070849918235,-0.094238502366131,-0.04024931289572,3.39109420270213,0.8178937571155,-0.141437009476122
2.86,0.338043568176684,1.46141251740033,1,-3.89710004640088,0.901449515137825,0,-2.40386537370087,-10.3922667904024,0,0,0,0.915084695112684,0.394579810253606,-0.076425126769696,-0.032954121274732,3.39109420270213,0.82117264233506,-0.114112359456763
2.88,0.259657853151273,1.47735500110734,1,-3.93961333628624,0.692420941736727,0,-1.84645584463127,-10.50563556343,0,0,0,0.915324550349489,0.397625226004721,-0.058550886468354,-0.025435032258085,3.39109420270213,0.823707251786057,-0.087068876435365
2.9,0.18053373084278,1.48909622658443,1,-3.97092327089181,0.481423282247414,0,-1.28379541932644,-10.5891287223782,0,0,0,0.915505902099612,0.399853908562152,-0.040631003791515,-0.017745888516482,3.39109420270213,0.825537453906759,-0.060240750271433
2.92,0.10089621207784,1.49660280448366,1,-3.99094081195642,0.269056565540907,0,-0.717484174775752,-10.6425088318838,0,0,0,0.915623929271992,0.401272534707968,-0.02267993718198,-0.009939491082618,3.39109420270213,0.826691678811404,-0.033561997229153
2.94,0.020971767664669,1.49985338782196,1,-3.9996090341919,0.055924713772451,0,-0.14913257005987,-10.6656240911784,0,0,0,0.915675541377002,0.401885340811194,-0.004711634812471,-0.002067912570363,3.39109420270213,0.827187698691947,-0.006966586370941
2.96,-0.059012315637888,1.49883873268709,1,-3.99690328716558,-0.157366175034368,0,0.419643133424981,-10.6584087657749,0,0,0,0.915659398315299,0.401694153408017,0.013260233005194,0.005817182765573,3.39109420270213,0.827033113185791,0.019611514449127
2.98,-0.13882858147169,1.49356172452516,1,-3.98283126540042,-0.370209550591173,0,0.987225468243129,-10.6208833744011,0,0,0,0.915575918506532,0.40069840287196,0.031222053061833,0.01366421565201,3.39109420270213,0.826225556303716,0.046238335416062
3,-0.21825005071292,1.48403736993507,1,-3.95743298649353,-0.582000135234454,0,1.55200036062521,-10.5531546306494,0,0,0,0.915427276380346,0.398895119119603,0.049160050895961,0.02142136777441,3.39109420270213,0.824752632048267,0.0729799102994
3.02,-0.297050866948574,1.47029275399327,1,-3.92078067731537,-0.792135645196198,0,2.1123617205232,-10.4554151395077,0,0,0,0.915217388911734,0.396278909677535,0.067060065659974,0.029036259608482,3.39109420270213,0.82259157650068,0.09990225731321
3.04,-0.375006938760216,1.45236696322992,1,-3.87297856861311,-1.00001850336058,0,2.66671600896153,-10.327942849635,0,0,0,0.914951889529738,0.392841921854959,0.084907308842277,0.03645563309594,3.39109420270213,0.819708634766221,0.12707129988468
3.06,-0.451896576988487,1.43031097447586,1,-3.8141625986023,-1.20505753863597,0,3.21348676969591,-10.1711002629395,0,0,0,0.914638086311472,0.38857379238893,0.102686097062946,0.043625043346138,3.39109420270213,0.816058131609732,0.154552687086502
3.08,-0.527501125166144,1.40418750989619,1,-3.74450002638983,-1.40666966710972,0,3.75111911229258,-9.98533340370621,0,0,0,0.914284899847421,0.383461589932407,0.120379548545616,0.050488565531763,3.39109420270213,0.811581204831855,0.182411465541796
