time,position,rotation_matrix,velocity,action,lin_acc,obs,obs_norm
83.302,[1.25905263 0.68375957 0.55298632],"[[ 0.99892244  0.02299216 -0.04031525]
 [-0.02671941  0.99516671 -0.09449489]
 [ 0.03794776  0.09547027  0.9947087 ]]",[ 1.11764201 -0.62268086 -0.15740691],[ 2.2726052  -0.41019058 -0.06434935  0.00899997],[-1.34949563 -0.99407508 -0.0575905 ],"[ 1.25905263  0.68375957  0.55298632  0.99892244  0.02299216 -0.04031525
 -0.02671941  0.99516671 -0.09449489  0.03794776  0.09547027  0.9947087
  1.11764201 -0.62268086 -0.15740691  2.26818967 -0.44721311 -0.08856434
  0.00789428  2.27689886 -0.42309344 -0.07929983  0.01102023  2.27323151
 -0.39706665 -0.06628617  0.01223531]","[ 0.25181055  0.13675201 -0.7788055   0.99892247  0.02299213 -0.04031527
 -0.02671939  0.9951668  -0.09449488  0.03794777  0.09547031  0.9947088
  0.11176431 -0.06226808 -0.01574069 -0.24955976 -0.07453549 -0.01476073
  0.00197363 -0.2466436  -0.07051551 -0.01321661  0.00275505 -0.24787158
 -0.06617773 -0.01104766  0.00305879]"
83.313,[1.26835132 0.6793927  0.55193782],"[[ 0.99888589  0.02339484 -0.04098365]
 [-0.02693615  0.99574706 -0.08810352]
 [ 0.03874818  0.0891093   0.99526786]]",[ 1.1074159  -0.62871827 -0.15925156],[ 2.2835557  -0.35579163 -0.07713903  0.00816384],[-1.35049349 -0.89145772 -0.04524253],"[ 1.26835132  0.6793927   0.55193782  0.99888589  0.02339484 -0.04098365
 -0.02693615  0.99574706 -0.08810352  0.03874818  0.0891093   0.99526786
  1.1074159  -0.62871827 -0.15925156  2.27689886 -0.42309344 -0.07929983
  0.01102023  2.27323151 -0.39706665 -0.06628617  0.01223531  2.27260518
 -0.41019058 -0.06434935  0.00899997]","[ 0.25367033  0.13587856 -0.7792249   0.99888587  0.02339482 -0.04098368
 -0.02693617  0.9957471  -0.08810353  0.03874815  0.0891093   0.99526787
  0.11074162 -0.06287181 -0.01592511 -0.2466436  -0.07051551 -0.01321661
  0.00275505 -0.24787158 -0.06617773 -0.01104766  0.00305879 -0.24808127
 -0.0683651  -0.01072484  0.00224996]"
83.324,[1.27756524 0.67496705 0.55088186],"[[ 0.99886596  0.02339711 -0.04146521]
 [-0.02681793  0.99610809 -0.08396114]
 [ 0.03933938  0.08497794  0.99560593]]",[ 1.09699578 -0.63534295 -0.15789486],[ 2.2846227  -0.33215767 -0.05953396  0.01096587],[-1.35209509 -0.82583441 -0.03612684],"[ 1.27756524  0.67496705  0.55088186  0.99886596  0.02339711 -0.04146521
 -0.02681793  0.99610809 -0.08396114  0.03933938  0.08497794  0.99560593
  1.09699578 -0.63534295 -0.15789486  2.27323151 -0.39706665 -0.06628617
  0.01223531  2.27260518 -0.41019058 -0.06434935  0.00899997  2.28355575
 -0.35579163 -0.07713903  0.00816384]","[ 0.25551307  0.13499343 -0.77964723  0.99886596  0.02339709 -0.04146522
 -0.02681792  0.99610806 -0.08396113  0.03933942  0.08497798  0.99560595
  0.10969961 -0.06353426 -0.01578951 -0.24787158 -0.06617773 -0.01104766
  0.00305879 -0.24808127 -0.0683651  -0.01072484  0.00224996 -0.24441457
 -0.05929857 -0.01285648  0.00204098]"
83.332,[1.28669405 0.67048669 0.54978204],"[[ 0.99884897  0.02319851 -0.04198283]
 [-0.02650711  0.99643836 -0.08004974]
 [ 0.03997627  0.08107045  0.99590636]]",[ 1.08664664 -0.64094527 -0.15773893],[ 2.2808664  -0.3210994  -0.0484438   0.01095343],[-1.35645191 -0.75662931  0.0286442 ],"[ 1.28669405  0.67048669  0.54978204  0.99884897  0.02319851 -0.04198283
 -0.02650711  0.99643836 -0.08004974  0.03997627  0.08107045  0.99590636
  1.08664664 -0.64094527 -0.15773893  2.27260518 -0.41019058 -0.06434935
  0.00899997  2.28355575 -0.35579163 -0.07713903  0.00816384  2.28462267
 -0.33215767 -0.05953396  0.01096587]","[ 0.25733888  0.13409734 -0.7800872   0.9988489   0.02319849 -0.04198283
 -0.02650708  0.9964384  -0.08004975  0.03997624  0.08107042  0.99590635
  0.10866475 -0.06409454 -0.01577383 -0.24808127 -0.0683651  -0.01072484
  0.00224996 -0.24441457 -0.05929857 -0.01285648  0.00204098 -0.24405736
 -0.0553596  -0.00992233  0.00274146]"
83.343,[1.30469406 0.66137499 0.54757792],"[[ 0.99883224  0.02265102 -0.04267426]
 [-0.02580506  0.99685931 -0.07487063]
 [ 0.04084434  0.07588441  0.99627973]]",[ 1.06626248 -0.65096253 -0.15348695],[ 2.277253   -0.3101232  -0.05409905  0.00734045],[-1.3605455  -0.69144437  0.06121131],"[ 1.30469406  0.66137499  0.54757792  0.99883224  0.02265102 -0.04267426
 -0.02580506  0.99685931 -0.07487063  0.04084434  0.07588441  0.99627973
  1.06626248 -0.65096253 -0.15348695  2.28355575 -0.35579163 -0.07713903
  0.00816384  2.28462267 -0.33215767 -0.05953396  0.01096587  2.28086638
 -0.3210994  -0.0484438   0.01095343]","[ 0.26093888  0.13227499 -0.78096884  0.9988322   0.02265108 -0.04267424
 -0.02580506  0.9968593  -0.07487065  0.04084432  0.07588446  0.9962797
  0.10662627 -0.06509626 -0.01534873 -0.24441457 -0.05929857 -0.01285648
  0.00204098 -0.24405736 -0.0553596  -0.00992233  0.00274146 -0.24531507
 -0.05351651 -0.00807393  0.00273836]"
83.353,[1.31356454 0.65674919 0.54647952],"[[ 0.99882564  0.02206465 -0.04313335]
 [-0.02507786  0.99718847 -0.07061343]
 [ 0.04145402  0.0716122   0.99657075]]",[ 1.05549214 -0.6551862  -0.15570076],[ 2.2868845  -0.28003764 -0.05133715  0.00850724],[-1.3651427  -0.62617948  0.13595043],"[ 1.31356454  0.65674919  0.54647952  0.99882564  0.02206465 -0.04313335
 -0.02507786  0.99718847 -0.07061343  0.04145402  0.0716122   0.99657075
  1.05549214 -0.6551862  -0.15570076  2.28462267 -0.33215767 -0.05953396
  0.01096587  2.28086638 -0.3210994  -0.0484438   0.01095343  2.27725291
 -0.31012321 -0.05409905  0.00734045]","[ 0.26271284  0.13134992 -0.7814082   0.99882567  0.02206469 -0.04313338
 -0.02507788  0.99718845 -0.07061344  0.04145408  0.07161224  0.9965708
  0.10554922 -0.06551856 -0.01557004 -0.24405736 -0.0553596  -0.00992233
  0.00274146 -0.24531507 -0.05351651 -0.00807393  0.00273836 -0.24652505
 -0.05168724 -0.00901651  0.00183511]"
83.364,[1.32234859 0.65208018 0.54538655],"[[ 0.99881991  0.02180891 -0.04339528]
 [-0.02473911  0.99736667 -0.06817406]
 [ 0.0417942   0.06916717  0.99672922]]",[ 1.0456053  -0.65927553 -0.15115681],[ 2.2846577  -0.27778637 -0.04548218  0.00831169],[-1.3613083  -0.58673662  0.13480806],"[ 1.32234859  0.65208018  0.54538655  0.99881991  0.02180891 -0.04339528
 -0.02473911  0.99736667 -0.06817406  0.0417942   0.06916717  0.99672922
  1.0456053  -0.65927553 -0.15115681  2.28086638 -0.3210994  -0.0484438
  0.01095343  2.27725291 -0.31012321 -0.05409905  0.00734045  2.28688455
 -0.28003764 -0.05133715  0.00850724]","[ 0.26446974  0.13041604 -0.7818454   0.9988198   0.02180886 -0.04339528
 -0.02473909  0.99736667 -0.06817406  0.04179418  0.06916714  0.99672914
  0.10456061 -0.06592751 -0.01511562 -0.24531507 -0.05351651 -0.00807393
  0.00273836 -0.24652505 -0.05168724 -0.00901651  0.00183511 -0.24329996
 -0.04667294 -0.00855619  0.00212681]"
83.374,[1.33104599 0.64737034 0.54429841],"[[ 0.99879681  0.02176907 -0.04394357]
 [-0.02459185  0.99759826 -0.06475307]
 [ 0.04242842  0.06575582  0.9969333 ]]",[ 1.03521218 -0.66246731 -0.153009  ],[ 2.2896576  -0.25659114 -0.04616793  0.00835232],[-1.35737718 -0.52856677  0.10496361],"[ 1.33104599  0.64737034  0.54429841  0.99879681  0.02176907 -0.04394357
 -0.02459185  0.99759826 -0.06475307  0.04242842  0.06575582  0.9969333
  1.03521218 -0.66246731 -0.153009    2.27725291 -0.31012321 -0.05409905
  0.00734045  2.28688455 -0.28003764 -0.05133715  0.00850724  2.28465772
 -0.27778637 -0.04548218  0.00831169]","[ 0.26620924  0.12947404 -0.7822806   0.9987968   0.02176905 -0.04394358
 -0.02459186  0.9975982  -0.06475306  0.04242837  0.06575584  0.9969332
  0.10352123 -0.06624669 -0.01530093 -0.24652505 -0.05168724 -0.00901651
  0.00183511 -0.24329996 -0.04667294 -0.00855619  0.00212681 -0.24404562
 -0.04629767 -0.00758034  0.00207794]"
83.383,[1.34818125 0.63783771 0.54209787],"[[ 0.99877296  0.02196298 -0.04438691]
 [-0.0247159   0.99774168 -0.06245523]
 [ 0.04291497  0.06347566  0.99706025]]",[ 1.01472146 -0.66899796 -0.15002656],[ 2.2882864  -0.27560967 -0.03771937  0.00755613],[-1.35765731 -0.49820503  0.11190865],"[ 1.34818125  0.63783771  0.54209787  0.99877296  0.02196298 -0.04438691
 -0.0247159   0.99774168 -0.06245523  0.04291497  0.06347566  0.99706025
  1.01472146 -0.66899796 -0.15002656  2.28688455 -0.28003764 -0.05133715
  0.00850724  2.28465772 -0.27778637 -0.04548218  0.00831169  2.28965759
 -0.25659114 -0.04616793  0.00835232]","[ 0.26963627  0.12756765 -0.78316087  0.998773    0.021963   -0.04438692
 -0.0247159   0.9977417  -0.06245524  0.04291499  0.06347561  0.9970603
  0.10147226 -0.06689978 -0.01500261 -0.24329996 -0.04667294 -0.00855619
  0.00212681 -0.24404562 -0.04629767 -0.00758034  0.00207794 -0.24237144
 -0.0427652  -0.0076946   0.00208807]"
83.393,[1.3566184  0.63301957 0.54100752],"[[ 0.99873472  0.02247053 -0.04498935]
 [-0.02509917  0.9979576  -0.05874234]
 [ 0.04357749  0.05979721  0.99725889]]",[ 1.00455141 -0.67133226 -0.14965832],[ 2.2947888  -0.24951209 -0.04848827  0.0067153 ],[-1.36064499 -0.43527632  0.1769593 ],"[ 1.3566184   0.63301957  0.54100752  0.99873472  0.02247053 -0.04498935
 -0.02509917  0.9979576  -0.05874234  0.04357749  0.05979721  0.99725889
  1.00455141 -0.67133226 -0.14965832  2.28465772 -0.27778637 -0.04548218
  0.00831169  2.28965759 -0.25659114 -0.04616793  0.00835232  2.28828645
 -0.27560967 -0.03771937  0.00755613]","[ 0.27132368  0.12660396 -0.783597    0.9987347   0.02247047 -0.04498935
 -0.02509916  0.9979576  -0.05874234  0.04357743  0.05979717  0.9972589
  0.10045516 -0.06713325 -0.01496583 -0.24404562 -0.04629767 -0.00758034
  0.00207794 -0.24237144 -0.0427652  -0.0076946   0.00208807 -0.24283057
 -0.04593492 -0.0062865   0.00188899]"
83.403,[1.36496842 0.62817007 0.53992653],"[[ 0.99871231  0.0228403  -0.04529956]
 [-0.02537062  0.99810317 -0.05609279]
 [ 0.04393246  0.05716984  0.99739739]]",[ 0.99389064 -0.67497349 -0.14494601],[ 2.2927003  -0.2408173  -0.03815407  0.00814742],[-1.3594695  -0.39324202  0.19942871],"[ 1.36496842  0.62817007  0.53992653  0.99871231  0.0228403  -0.04529956
 -0.02537062  0.99810317 -0.05609279  0.04393246  0.05716984  0.99739739
  0.99389064 -0.67497349 -0.14494601  2.28965759 -0.25659114 -0.04616793
  0.00835232  2.28828645 -0.27560967 -0.03771937  0.00755613  2.29478884
 -0.24951209 -0.04848827  0.0067153 ]","[ 0.27299368  0.12563407 -0.78402936  0.9987123   0.02284026 -0.04529959
 -0.0253706   0.99810314 -0.0560928   0.04393244  0.0571698   0.9973974
  0.09938908 -0.06749731 -0.0144946  -0.24237144 -0.0427652  -0.0076946
  0.00208807 -0.24283057 -0.04593492 -0.0062865   0.00188899 -0.24065328
 -0.04158533 -0.00808132  0.00167882]"
83.413,[1.37323129 0.62329209 0.53885615],"[[ 0.99868419  0.02324046 -0.04571403]
 [-0.0256145   0.99831586 -0.05205127]
 [ 0.04442735  0.05315372  0.99759756]]",[ 0.98351443 -0.67719883 -0.14320539],[ 2.2931411  -0.22282225 -0.03264608  0.00849359],[-1.35585466 -0.32861624  0.20258557],"[ 1.37323129  0.62329209  0.53885615  0.99868419  0.02324046 -0.04571403
 -0.0256145   0.99831586 -0.05205127  0.04442735  0.05315372  0.99759756
  0.98351443 -0.67719883 -0.14320539  2.28828645 -0.27560967 -0.03771937
  0.00755613  2.29478884 -0.24951209 -0.04848827  0.0067153   2.29270029
 -0.24081729 -0.03815407  0.00814742]","[ 0.27464628  0.12465847 -0.78445756  0.99868417  0.02324045 -0.04571402
 -0.0256145   0.9983158  -0.05205125  0.04442739  0.05315375  0.9975976
  0.09835148 -0.06771982 -0.01432055 -0.24283057 -0.04593492 -0.0062865
  0.00188899 -0.24065328 -0.04158533 -0.00808132  0.00167882 -0.24135262
 -0.04013616 -0.00635898  0.00203681]"
83.423,[1.39001381 0.61354494 0.53665006],"[[ 0.99866786  0.02332191 -0.04602822]
 [-0.0255978   0.99844645 -0.04949188]
 [ 0.04480246  0.05060417  0.99771336]]",[ 0.96371174 -0.68068439 -0.13996671],[ 2.2924488  -0.23159386 -0.03089903  0.00652112],[-1.35203572 -0.28708913  0.19057789],"[ 1.39001381  0.61354494  0.53665006  0.99866786  0.02332191 -0.04602822
 -0.0255978   0.99844645 -0.04949188  0.04480246  0.05060417  0.99771336
  0.96371174 -0.68068439 -0.13996671  2.29478884 -0.24951209 -0.04848827
  0.0067153   2.29270029 -0.24081729 -0.03815407  0.00814742  2.29314113
 -0.22282225 -0.03264608  0.00849359]","[ 0.27800274  0.12270904 -0.78533995  0.99866784  0.02332187 -0.0460282
 -0.02559781  0.99844646 -0.04949188  0.04480243  0.05060422  0.9977133
  0.09637117 -0.06806839 -0.01399666 -0.24065328 -0.04158533 -0.00808132
  0.00167882 -0.24135262 -0.04013616 -0.00635898  0.00203681 -0.24120504
 -0.03713703 -0.00544101  0.00212336]"
83.433,[1.39853311 0.60867846 0.5354836 ],"[[ 0.99864812  0.02313615 -0.04654726]
 [-0.02528192  0.99861912 -0.04605083]
 [ 0.04541754  0.04716538  0.99785403]]",[ 0.9542883  -0.68201435 -0.13823295],[ 2.2990205  -0.20521899 -0.04006993  0.0056624 ],[-1.34096987 -0.23406174  0.22417793],"[ 1.39853311  0.60867846  0.5354836   0.99864812  0.02313615 -0.04654726
 -0.02528192  0.99861912 -0.04605083  0.04541754  0.04716538  0.99785403
  0.9542883  -0.68201435 -0.13823295  2.29270029 -0.24081729 -0.03815407
  0.00814742  2.29314113 -0.22282225 -0.03264608  0.00849359  2.29244876
 -0.23159386 -0.03089903  0.00652112]","[ 0.2797066   0.12173569 -0.78580654  0.99864817  0.02313614 -0.04654723
 -0.02528191  0.9986191  -0.04605085  0.04541755  0.04716539  0.997854
  0.09542882 -0.06820142 -0.01382333 -0.24135262 -0.04013616 -0.00635898
  0.00203681 -0.24120504 -0.03713703 -0.00544101  0.00212336 -0.24143684
 -0.03859901 -0.00514984  0.00163031]"
83.443,[1.4069649 0.6037907 0.5343321],"[[ 0.99863932  0.02286185 -0.04687044]
 [-0.02493096  0.99871834 -0.04404684]
 [ 0.04580337  0.04515543  0.99792938]]",[ 0.9446073  -0.68308059 -0.13800282],[ 2.3035045  -0.1922883  -0.03247176  0.00730689],[-1.34041341 -0.20225351  0.24438059],"[ 1.4069649   0.6037907   0.5343321   0.99863932  0.02286185 -0.04687044
 -0.02493096  0.99871834 -0.04404684  0.04580337  0.04515543  0.99792938
  0.9446073  -0.68308059 -0.13800282  2.29314113 -0.22282225 -0.03264608
  0.00849359  2.29244876 -0.23159386 -0.03089903  0.00652112  2.29902053
 -0.20521899 -0.04006993  0.0056624 ]","[ 0.28139293  0.12075818 -0.78626716  0.99863935  0.02286184 -0.04687041
 -0.02493095  0.99871826 -0.04404682  0.04580343  0.04515541  0.99792933
  0.09446084 -0.06830806 -0.0138002  -0.24120504 -0.03713703 -0.00544101
  0.00212336 -0.24143684 -0.03859901 -0.00514984  0.00163031 -0.23923635
 -0.03420311 -0.00667834  0.00141561]"
83.453,[1.41530919 0.59888357 0.53319657],"[[ 0.99863008  0.02239876 -0.04728909]
 [-0.02436597  0.99884378 -0.04144145]
 [ 0.04630618  0.04253693  0.99802122]]",[ 0.93535155 -0.68399769 -0.13429548],[ 2.3018968  -0.18156679 -0.02857723  0.00720775],[-1.33959793 -0.16119966  0.25775781],"[ 1.41530919  0.59888357  0.53319657  0.99863008  0.02239876 -0.04728909
 -0.02436597  0.99884378 -0.04144145  0.04630618  0.04253693  0.99802122
  0.93535155 -0.68399769 -0.13429548  2.29244876 -0.23159386 -0.03089903
  0.00652112  2.29902053 -0.20521899 -0.04006993  0.0056624   2.30350447
 -0.19228829 -0.03247176  0.00730689]","[ 0.28306186  0.11977673 -0.78672135  0.99863005  0.02239871 -0.04728907
 -0.02436596  0.9988438  -0.04144144  0.04630613  0.04253697  0.99802125
  0.09353518 -0.06839979 -0.01342952 -0.24143684 -0.03859901 -0.00514984
  0.00163031 -0.23923635 -0.03420311 -0.00667834  0.00141561 -0.23773497
 -0.03204805 -0.00541192  0.00182676]"
83.463,[1.43173611 0.58901811 0.53097481],"[[ 0.99862693  0.02215136 -0.0474717 ]
 [-0.02405585  0.99891287 -0.03992984]
 [ 0.04653559  0.04101699  0.99807417]]",[ 0.91639757 -0.6852262  -0.13025258],[ 2.2996018  -0.1932259  -0.02976041  0.00485688],[-1.33512795 -0.1363222   0.24823621],"[ 1.43173611  0.58901811  0.53097481  0.99862693  0.02215136 -0.0474717
 -0.02405585  0.99891287 -0.03992984  0.04653559  0.04101699  0.99807417
  0.91639757 -0.6852262  -0.13025258  2.29902053 -0.20521899 -0.04006993
  0.0056624   2.30350447 -0.19228829 -0.03247176  0.00730689  2.30189681
 -0.18156679 -0.02857723  0.00720775]","[ 0.28634727  0.11780357 -0.78761005  0.99862695  0.02215135 -0.0474717
 -0.02405584  0.9989128  -0.03992987  0.04653561  0.04101694  0.9980742
  0.09163976 -0.06852263 -0.01302528 -0.23923635 -0.03420311 -0.00667834
  0.00141561 -0.23773497 -0.03204805 -0.00541192  0.00182676 -0.23827326
 -0.0302611  -0.00476289  0.00180197]"
83.473,[1.43981946 0.58406287 0.52988845],"[[ 0.99862354  0.02199181 -0.04761703]
 [-0.02380351  0.999001   -0.03782059]
 [ 0.04673772  0.03890199  0.9981494 ]]",[ 0.90681932 -0.68545849 -0.12983355],[ 2.3054144  -0.17846231 -0.038436    0.00404772],[-1.32678565 -0.10315685  0.24892547],"[ 1.43981946  0.58406287  0.52988845  0.99862354  0.02199181 -0.04761703
 -0.02380351  0.999001   -0.03782059  0.04673772  0.03890199  0.9981494
  0.90681932 -0.68545849 -0.12983355  2.30350447 -0.19228829 -0.03247176
  0.00730689  2.30189681 -0.18156679 -0.02857723  0.00720775  2.29960179
 -0.19322591 -0.02976041  0.00485688]","[ 0.28796387  0.11681259 -0.78804463  0.9986236   0.02199185 -0.04761702
 -0.02380353  0.999001   -0.03782058  0.04673767  0.03890204  0.9981494
  0.09068191 -0.06854582 -0.01298332 -0.23773497 -0.03204805 -0.00541192
  0.00182676 -0.23827326 -0.0302611  -0.00476289  0.00180197 -0.23904175
 -0.03220427 -0.00496006  0.00121427]"
83.483,[1.44781649 0.57909453 0.52879882],"[[ 0.99861792  0.02205252 -0.04770667]
 [-0.02380147  0.99905351 -0.03640834]
 [ 0.04685862  0.03749351  0.99819763]]",[ 0.89750612 -0.68579    -0.12623778],[ 2.3062835  -0.17079471 -0.03756445  0.00461248],[-1.32173875 -0.08022885  0.25464268],"[ 1.44781649  0.57909453  0.52879882  0.99861792  0.02205252 -0.04770667
 -0.02380147  0.99905351 -0.03640834  0.04685862  0.03749351  0.99819763
  0.89750612 -0.68579    -0.12623778  2.30189681 -0.18156679 -0.02857723
  0.00720775  2.29960179 -0.19322591 -0.02976041  0.00485688  2.30541444
 -0.17846231 -0.038436    0.00404772]","[ 0.2895633   0.11581886 -0.78848046  0.9986179   0.02205253 -0.04770666
 -0.02380145  0.9990535  -0.03640836  0.04685867  0.03749347  0.99819756
  0.08975065 -0.06857902 -0.01262379 -0.23827326 -0.0302611  -0.00476289
  0.00180197 -0.23904175 -0.03220427 -0.00496006  0.00121427 -0.23709542
 -0.02974373 -0.00640595  0.00101197]"
83.493,[1.45572746 0.57411462 0.52772671],"[[ 0.99860212  0.02233814 -0.04790425]
 [-0.0239894   0.99912785 -0.03417659]
 [ 0.04709903  0.03527801  0.99826707]]",[ 0.88823936 -0.68528239 -0.12572437],[ 2.3088007  -0.15738921 -0.03535029  0.00527214],[-1.31991847 -0.0498146   0.28107039],"[ 1.45572746  0.57411462  0.52772671  0.99860212  0.02233814 -0.04790425
 -0.0239894   0.99912785 -0.03417659  0.04709903  0.03527801  0.99826707
  0.88823936 -0.68528239 -0.12572437  2.29960179 -0.19322591 -0.02976041
  0.00485688  2.30541444 -0.17846231 -0.038436    0.00404772  2.30628347
 -0.17079471 -0.03756445  0.00461248]","[ 0.29114556  0.11482298 -0.7889093   0.99860215  0.02233815 -0.04790425
 -0.02398938  0.99912786 -0.03417659  0.04709899  0.03527796  0.99826705
  0.08882391 -0.06852823 -0.01257247 -0.23904175 -0.03220427 -0.00496006
  0.00121427 -0.23709542 -0.02974373 -0.00640595  0.00101197 -0.23680443
 -0.02846575 -0.00626069  0.00115311]"
83.509,[1.4712919  0.56412613 0.52564037],"[[ 0.99858827  0.0225817  -0.0480784 ]
 [-0.02416486  0.99917611 -0.03260613]
 [ 0.04730249  0.03372191  0.99831123]]",[ 0.86916578 -0.68534416 -0.11921228],[ 2.304011   -0.168376   -0.03124676  0.00406869],[-1.30973173  0.01652117  0.31324401],"[ 1.4712919   0.56412613  0.52564037  0.99858827  0.0225817  -0.0480784
 -0.02416486  0.99917611 -0.03260613  0.04730249  0.03372191  0.99831123
  0.86916578 -0.68534416 -0.11921228  2.30541444 -0.17846231 -0.038436
  0.00404772  2.30628347 -0.17079471 -0.03756445  0.00461248  2.3088007
 -0.15738921 -0.03535029  0.00527214]","[ 0.29425848  0.11282527 -0.78974384  0.9985883   0.0225817  -0.04807842
 -0.02416486  0.999176   -0.03260612  0.04730248  0.03372192  0.9983113
  0.08691657 -0.06853437 -0.01192123 -0.23709542 -0.02974373 -0.00640595
  0.00101197 -0.23680443 -0.02846575 -0.00626069  0.00115311 -0.23596156
 -0.02623153 -0.00589168  0.00131798]"
83.52,[1.47894549 0.55912083 0.52462786],"[[ 0.9985677   0.02288568 -0.04836107]
 [-0.02436068  0.99924898 -0.03013356]
 [ 0.04763512  0.03126851  0.99837527]]",[ 0.85970956 -0.68482    -0.11668632],[ 2.3058822  -0.15211554 -0.03798454  0.00303751],[-1.30431444  0.03466199  0.31039516],"[ 1.47894549  0.55912083  0.52462786  0.9985677   0.02288568 -0.04836107
 -0.02436068  0.99924898 -0.03013356  0.04763512  0.03126851  0.99837527
  0.85970956 -0.68482    -0.11668632  2.30628347 -0.17079471 -0.03756445
  0.00461248  2.3088007  -0.15738921 -0.03535029  0.00527214  2.30401111
 -0.168376   -0.03124676  0.00406869]","[ 0.29578912  0.11182415 -0.79014885  0.9985677   0.02288568 -0.04836106
 -0.02436066  0.999249   -0.03013355  0.04763508  0.03126848  0.9983753
  0.085971   -0.06848198 -0.01166856 -0.23680443 -0.02846575 -0.00626069
  0.00115311 -0.23596156 -0.02623153 -0.00589168  0.00131798 -0.23756534
 -0.02806264 -0.00520778  0.00101721]"
83.527,[1.48651338 0.55411047 0.52363598],"[[ 0.99856167  0.02294864 -0.04845576]
 [-0.02438625  0.99927348 -0.0292887 ]
 [ 0.04774842  0.03042823  0.99839582]]",[ 0.8502627  -0.68409401 -0.11419919],[ 2.3062427  -0.15105784 -0.03250236  0.00376309],[-1.30431444  0.03466199  0.31039516],"[ 1.48651338  0.55411047  0.52363598  0.99856167  0.02294864 -0.04845576
 -0.02438625  0.99927348 -0.0292887   0.04774842  0.03042823  0.99839582
  0.8502627  -0.68409401 -0.11419919  2.3088007  -0.15738921 -0.03535029
  0.00527214  2.30401111 -0.168376   -0.03124676  0.00406869  2.30588222
 -0.15211554 -0.03798454  0.00303751]","[ 2.9730260e-01  1.1082208e-01 -7.9054558e-01  9.9856162e-01
  2.2948623e-02 -4.8455775e-02 -2.4386227e-02  9.9927354e-01
 -2.9288709e-02  4.7748446e-02  3.0428171e-02  9.9839580e-01
  8.5026264e-02 -6.8409443e-02 -1.1419952e-02 -2.3596156e-01
 -2.6231527e-02 -5.8916807e-03  1.3179779e-03 -2.3756534e-01
 -2.8062642e-02 -5.2077770e-03  1.0172129e-03 -2.3693877e-01
 -2.5352538e-02 -6.3307285e-03  7.5936317e-04]"
83.533,[1.49399555 0.5490967  0.52266467],"[[ 0.9985411   0.02295596 -0.04887428]
 [-0.02424583  0.9993688  -0.02596415]
 [ 0.0482474   0.02711127  0.99846741]]",[ 0.84078242 -0.68278658 -0.1143286 ],[ 2.3122616  -0.12522323 -0.03257223  0.00438572],[-1.30367885  0.07657904  0.3122279 ],"[ 1.49399555  0.5490967   0.52266467  0.9985411   0.02295596 -0.04887428
 -0.02424583  0.9993688  -0.02596415  0.0482474   0.02711127  0.99846741
  0.84078242 -0.68278658 -0.1143286   2.30401111 -0.168376   -0.03124676
  0.00406869  2.30588222 -0.15211554 -0.03798454  0.00303751  2.3062427
 -0.15105784 -0.03250236  0.00376309]","[ 2.98799157e-01  1.09819293e-01 -7.90934145e-01  9.98541117e-01
  2.29560137e-02 -4.88742590e-02 -2.42457986e-02  9.99368787e-01
 -2.59641409e-02  4.82474566e-02  2.71112919e-02  9.98467445e-01
  8.40781927e-02 -6.82786703e-02 -1.14328265e-02 -2.37565339e-01
 -2.80626416e-02 -5.20777702e-03  1.01721287e-03 -2.36938775e-01
 -2.53525376e-02 -6.33072853e-03  7.59363174e-04 -2.36818075e-01
 -2.51762867e-02 -5.41698933e-03  9.40799713e-04]"
83.548,[1.50870264 0.53906542 0.52075446],"[[ 0.99853371  0.02281404 -0.0490912 ]
 [-0.02403711  0.99941155 -0.02446968]
 [ 0.04850406  0.02561381  0.99849451]]",[ 0.82178255 -0.68077779 -0.10759481],[ 2.3079948  -0.13234058 -0.02188111  0.004384  ],[-1.29567947  0.13301191  0.35557822],"[ 1.50870264  0.53906542  0.52075446  0.99853371  0.02281404 -0.0490912
 -0.02403711  0.99941155 -0.02446968  0.04850406  0.02561381  0.99849451
  0.82178255 -0.68077779 -0.10759481  2.30588222 -0.15211554 -0.03798454
  0.00303751  2.3062427  -0.15105784 -0.03250236  0.00376309  2.31226158
 -0.12522323 -0.03257223  0.00438572]","[ 3.0174053e-01  1.0781312e-01 -7.9169822e-01  9.9853373e-01
  2.2814035e-02 -4.9091220e-02 -2.4037123e-02  9.9941158e-01
 -2.4469674e-02  4.8504114e-02  2.5613785e-02  9.9849451e-01
  8.2178235e-02 -6.8077743e-02 -1.0759413e-02 -2.3693877e-01
 -2.5352538e-02 -6.3307285e-03  7.5936317e-04 -2.3681808e-01
 -2.5176287e-02 -5.4169893e-03  9.4079971e-04 -2.3480272e-01
 -2.0870507e-02 -5.4286718e-03  1.0964870e-03]"
